objectid,title,creator,date,description,subject,location,latitude,longitude,source,internet_archive_link,identifier,type,format,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb,image_alt_text,object_transcript
abaca,Abaca (Manila Hemp) in the Philippines: by M.M. Saleeby,"Saleeby, M.M.",1915,Article about Manila Hemp.,,"Manila, Philippines",,,"The United States and its Territories, 1870-1925: The Age of Imperialism, University of Michigan Library","University of Michigan Library, <a href=""https://quod.lib.umich.edu/p/philamer/BBN0285.0001.001"">https://quod.lib.umich.edu/p/philamer/BBN0285.0001.001</a>",BBNO285.0001.001,Text;Article,application/json,eng,https://creativecommons.org/publicdomain/mark/1.0/,,iiif,"https://quod.lib.umich.edu/cgi/t/text/api/manifest/philamer:aqx2411.0001.005",,,
